"timestamp","open","high","low","volume","close"
"2023-03-06 00:00:00 000","0.000638873119293222634875","0.0006413764558353292183439216862906671","0.0006371747738492831993530891956062998","6183505.912415","0.0006381764884380971137902382984930758"
